,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
194,The New York Times,2022-10-16,‘Coffins Are Already Coming’: The Toll of Russia’s Chaotic Draft,"Newly mobilized recruits are already at the front in Ukraine, a growing chorus of reports says, fighting and dying after only days of training.",‘ Coffins Are Already Coming ’ : The Toll Russia ’ Chaotic Draft,"Newly mobilized recruits already front Ukraine , growing chorus reports says , fighting dying days training .",English,https://www.nytimes.com/2022/10/16/world/europe/russia-draft-ukraine.html,,Unknown,Unknown,False,NYTimes," Newly mobilized recruits are already at the front in Ukraine, a growing chorus of reports says . Reports say they are fighting and dying after only days of training . New recruits are reportedly already at front of Ukraine's war-torn eastern Ukraine . Reports: Recruits are already fighting after only a few days of being trained .","('mobilized', 0.5493)"
195,The New York Times,2022-10-16,"Lake Won’t Pledge to Accept Election Results, and More News From the Sunday Shows","“I’m going to win the election, and I will accept that result,” Kari Lake, a candidate for governor of Arizona, said on CNN. Evan McMullin said on NBC that he would never caucus with either party.","Lake Won ’ Pledge Accept Election Results , More News From Sunday Shows","“ I ’ going win election , I accept result , ” Kari Lake , candidate governor Arizona , said CNN . Evan McMullin said NBC would never caucus either party .",English,https://www.nytimes.com/2022/10/16/us/politics/kari-lake-election-results-az.html,,Unknown,Unknown,False,NYTimes," Evan McMullin said on NBC that he would never caucus with either party . Kari Lake, a candidate for governor of Arizona, said on CNN that she would accept the result of the election . “I’m going to win the election, and I will accept that result,” she said .","('caucus', 0.5269)"
196,The New York Times,2022-10-16,Russian troops have started to arrive in Belarus.,"Russian troops and military planes have started to arrive in Belarus in preparation for the formation of a new joint Russia-Belarus force, the Belarusian Defense Ministry said on Sunday.",Russian troops started arrive Belarus .,"Russian troops military planes started arrive Belarus preparation formation new joint Russia-Belarus force , Belarusian Defense Ministry said Sunday .",English,https://www.nytimes.com/2022/10/17/world/europe/russian-troops-have-started-to-arrive-in-belarus.html,,Unknown,Unknown,False,NYTimes," Russian troops and military planes have started to arrive in Belarus in preparation for the formation of a joint Russia-Belarus force . The Belarusian Defense Ministry said on Sunday . Russia and Belarus will form a joint force, Belarusian defense ministry said . The move is part of a plan to form a new joint force between the two countries .","('belarus', 0.567)"
197,The New York Times,2022-10-16,Your Monday Briefing: China’s Leader Warns of ‘Stormy Seas’,Plus explosions in the Russian city of Belgorod and a fire at a notorious prison in Iran.,Your Monday Briefing : China ’ Leader Warns ‘ Stormy Seas ’,Plus explosions Russian city Belgorod fire notorious prison Iran .,English,https://www.nytimes.com/2022/10/16/briefing/china-communist-party-congress.html,,Unknown,Unknown,False,NYTimes," Russian explosions in Belgorod and a fire at a notorious prison in Iran . Plus explosions in the Russian city of Belgorhod and a prison fire at Iran's notorious prison . Plus a fire in Iran and explosions in Russia's capital, the Russian capital of Moscow .","('explosions', 0.5225)"
198,The New York Times,2022-10-16,Strikes Hit Staging Ground for Troops in Russia’s Border Region,"Explosions rocked Belgorod and the city of Donetsk on Sunday, signaling that the mayhem unleashed by Russia’s invasion is spreading far beyond the front lines.",Strikes Hit Staging Ground Troops Russia ’ Border Region,"Explosions rocked Belgorod city Donetsk Sunday , signaling mayhem unleashed Russia ’ invasion spreading far beyond front lines .",English,https://www.nytimes.com/2022/10/16/world/europe/ukraine-russia-belgorod-donetsk.html,,Unknown,Unknown,False,NYTimes," Explosions rocked Belgorod and the city of Donetsk on Sunday, signaling that the mayhem unleashed by Russia’s invasion is spreading far beyond the front lines . Explosions also occurred in Donetsk and Donetsk, a city near Donetsk, on Sunday . The violence is believed to be the result of the Russian invasion of Ukraine .","('explosions', 0.5082)"
199,The New York Times,2022-10-17,Here’s what we know about the attacks on Kyiv.,"KYIV, Ukraine — At least three people were killed in Kyiv, the Ukrainian capital, when Russia attacked the city early Monday morning with explosive Iranian-made drones, officials said, as Moscow continued its campaign of strikes against Ukrainian energy infrastructure and civilian targets even as it faces significant setbacks on the battlefield.",Here ’ know attacks Kyiv .,"KYIV , Ukraine — At least three people killed Kyiv , Ukrainian capital , Russia attacked city early Monday morning explosive Iranian-made drones , officials said , Moscow continued campaign strikes Ukrainian energy infrastructure civilian targets even faces significant setbacks battlefield .",English,https://www.nytimes.com/2022/10/17/world/europe/kyiv-hit-by-early-morning-explosions-one-week-after-deadly-attack.html,,Unknown,Unknown,False,NYTimes," Russia attacked the city early Monday morning with explosive Iranian-made drones, officials said . Moscow continued its campaign of strikes against energy infrastructure and civilian targets . Moscow continues its campaign against Ukrainian energy infrastructure, civilian targets even as it faces significant setbacks on the battlefield . At least three people were killed in Kyiv, the Ukrainian capital, when Russia attacked .","('kyiv', 0.4953)"
200,The New York Times,2022-10-17,Your Monday Briefing,Troubles with Russia’s draft.,Your Monday Briefing,Troubles Russia ’ draft .,English,https://www.nytimes.com/2022/10/17/briefing/russia-draft-paris-protests-xi-jinping.html,,Unknown,Unknown,False,NYTimes," Russia's draft draft process has been rocked by a series of problems . The draft process is supposed to be a success in Russia . Russia has been criticized for drafting Russia’s most recent batch of drafters . Russia is drafting Russia's most recent drafters, drafting the first round of the draft .","('draft', 0.6004)"
201,The New York Times,2022-10-17,Why Vladimir Putin Is Likely to Be Disappointed,None of the Kremlin’s recent gambits will change the battlefield dynamics.,Why Vladimir Putin Is Likely Be Disappointed,None Kremlin ’ recent gambits change battlefield dynamics .,English,https://www.nytimes.com/2022/10/17/opinion/russia-ukraine-military-putin.html,,Unknown,Unknown,False,NYTimes," None of the Kremlin’s recent gambits will change the battlefield dynamics, says CNN.com's John Defterios.com.com . None of these gambits won’t change the dynamics of the Russian-Ukrainian conflict, he says .","('gambits', 0.5154)"
202,The New York Times,2022-10-17,What’s on TV This Week: ‘The Vow’ and ‘American Horror Story’,"HBO airs a second season of the documentary on the Nxivm cult and Ryan Murphy’s show begins its 11th season, set in New York City.",What ’ TV This Week : ‘ The Vow ’ ‘ American Horror Story ’,"HBO airs second season documentary Nxivm cult Ryan Murphy ’ show begins 11th season , set New York City .",English,https://www.nytimes.com/2022/10/17/arts/television/whats-on-tv-this-week-the-vow-and-american-horror-story.html,,Unknown,Unknown,False,NYTimes," Ryan Murphy’s show begins its 11th season, set in New York City . HBO airs a second season of the documentary on the Nxivm cult . Ryan Murphy's show is set in NYC and Ryan Murphy will star in the new season of his show .","('hbo', 0.5575)"
203,The New York Times,2022-10-17,"A week after a round of strikes, Kyiv’s people take cover again.","KYIV, Ukraine — Kyiv was hit by drone strikes on Monday morning, a Ukrainian official said, with two loud explosions echoing through the center of the city, a continuation of the Russian bombardment of Ukrainian cities that intensified last week.","A week round strikes , Kyiv ’ people take cover .","KYIV , Ukraine — Kyiv hit drone strikes Monday morning , Ukrainian official said , two loud explosions echoing center city , continuation Russian bombardment Ukrainian cities intensified last week .",English,https://www.nytimes.com/2022/10/17/world/europe/a-week-after-a-round-of-strikes-kyivs-people-take-cover-again.html,,Unknown,Unknown,False,NYTimes," Two loud explosions echo through the center of the city, a Ukrainian official says . The strikes are a continuation of the Russian bombardment of Ukrainian cities that intensified last week . The Russian bombardment has intensified in recent days . Two explosions echoed through the city's center on Monday morning, an official said .","('bombardment', 0.4091)"
204,The New York Times,2022-10-17,Cross-Tabs for October 2022 Times/Siena Poll of Likely Voters,"Responses from a survey of 792 likely voters conducted by The New York Times and Siena College from Oct. 9-12, 2022.",Cross-Tabs October 2022 Times/Siena Poll Likely Voters,"Responses survey 792 likely voters conducted The New York Times Siena College Oct. 9-12 , 2022 .",English,https://www.nytimes.com/interactive/2022/10/17/upshot/times-siena-poll-likely-voters-crosstabs.html,,Unknown,Unknown,False,NYTimes," Responses from a survey of 792 likely voters conducted by The New York Times and Siena College from Oct. 9-12, 2022 . The survey was conducted by the Times/College of Technology and the New York Institute of Technology in New York City, New York .","('voters', 0.4945)"
205,Reuters,2022-10-17,Russia Attacks Kyiv with Explosive Iranian Drones,Footage shows people scrambling for cover as explosions were heard in the Ukrainian capital. The Russian attack came one week after it unleashed a deadly missile barrage that killed at least 19 people in Ukraine.,Russia Attacks Kyiv Explosive Iranian Drones,Footage shows people scrambling cover explosions heard Ukrainian capital . The Russian attack came one week unleashed deadly missile barrage killed least 19 people Ukraine .,English,https://www.nytimes.com/video/world/europe/100000008584920/kyiv-explosions-drones-russia.html,,Unknown,Unknown,False,NYTimes, Footage shows people scrambling for cover as explosions are heard in the Ukrainian capital . The Russian attack comes one week after it unleashed a deadly missile barrage that killed at least 19 people in Ukraine . The attack comes after a missile attack that killed 19 people last week in the country .,"('ukraine', 0.4787)"
206,The New York Times,2022-10-17,At least two drones appeared to target a city heating station in central Kyiv.,"In one location in central Kyiv, a drone targeted the same site where another had hit about an hour earlier, on opposite sides of Zhylianska Street. It appeared to be what Ukrainians call a “double-tap attack,” a tactic that aims to kill emergency workers or firefighters responding to the first strike.",At least two drones appeared target city heating station central Kyiv .,"In one location central Kyiv , drone targeted site another hit hour earlier , opposite sides Zhylianska Street . It appeared Ukrainians call “ double-tap attack , ” tactic aims kill emergency workers firefighters responding first strike .",English,https://www.nytimes.com/2022/10/17/world/europe/at-least-two-drones-appeared-to-target-a-city-heating-station-in-central-kyiv.html,,Unknown,Unknown,False,NYTimes," In central Kyiv, a drone targeted the same site where another had hit about an hour earlier . It appeared to be what Ukrainians call a “double-tap attack,” a tactic that aims to kill emergency workers or firefighters responding to the first strike . The tactic is a tactic aimed at killing emergency workers, or firefighters .","('attack', 0.4331)"
207,The New York Times,2022-10-17,The Problem of Marjorie Taylor Greene,"What the rise of the far-right congresswoman means for the House, the G.O.P. and the nation.",The Problem Marjorie Taylor Greene,"What rise far-right congresswoman means House , G.O.P . nation .",English,https://www.nytimes.com/2022/10/17/magazine/marjorie-taylor-greene.html,,Unknown,Unknown,False,NYTimes," What the rise of the far-right congresswoman means for the House, the G.O.P. and the nation. What it means for Democrats and Republicans alike? What does it mean for the U.S. and for the nation? What's next on the horizon?","('congresswoman', 0.538)"
208,The New York Times,2022-10-17,"Welcome to the Madness of Our Trumpy, Trumpy World",How much will the Supreme Court change the world?,"Welcome Madness Our Trumpy , Trumpy World",How much Supreme Court change world ?,English,https://www.nytimes.com/2022/10/17/opinion/supreme-court-midterms.html,,Unknown,Unknown,False,NYTimes, How much will the Supreme Court change the world? CNN.com's John Sutter asks: How much is it really going to change world? Sutter: The Supreme Court is a great example of a Supreme Court that could change the way the world is going to look at the world .,"('court', 0.4144)"
209,The New York Times,2022-10-17,"‘Moving Backward’: In Xi’s China, Some See an Era of Total Control","A decade ago, many prominent Chinese hoped that Xi Jinping would usher in openness and reform. Today, some of them believe he has created a totalitarian state.","‘ Moving Backward ’ : In Xi ’ China , Some See Era Total Control","A decade ago , many prominent Chinese hoped Xi Jinping would usher openness reform . Today , believe created totalitarian state .",English,https://www.nytimes.com/2022/10/17/business/china-xi-jinping-governance.html,,Unknown,Unknown,False,NYTimes," A decade ago, many prominent Chinese hoped that Xi Jinping would usher in openness and reform . Today, some of them believe he has created a totalitarian state . Some of them now say he's created a state of totalitarianism . Xi Jinping has been accused of creating totalitarianism in China .","('jinping', 0.4102)"
210,The New York Times,2022-10-17,What is known about the Iranian-made drones that Russia is using to attack Ukraine.,Russia has used the drones to strike on the battlefield and in Ukrainian cities. Their use may be a sign that Moscow is running low on precision-guided weapons.,What known Iranian-made drones Russia using attack Ukraine .,Russia used drones strike battlefield Ukrainian cities . Their use may sign Moscow running low precision-guided weapons .,English,https://www.nytimes.com/2022/10/17/world/europe/russia-ukraine-iran-drones.html,,Unknown,Unknown,False,NYTimes, Russia has used the drones to strike on the battlefield and in Ukrainian cities . Their use may be a sign that Moscow is running low on precision-guided weapons . Russia has been known to use the drones in the past to carry out strikes in Ukraine . Russia's use of the drones is a sign it is running out of money to buy new weapons .,"('drones', 0.481)"
211,The New York Times,2022-10-17,Marjorie Taylor Greene’s Comeback,"Republican leaders have embraced the former political pariah, demonstrating Trumpism’s hold over the party.",Marjorie Taylor Greene ’ Comeback,"Republican leaders embraced former political pariah , demonstrating Trumpism ’ hold party .",English,https://www.nytimes.com/2022/10/17/briefing/marjorie-taylor-greene.html,,Unknown,Unknown,False,NYTimes," Republican leaders have embraced the former political pariah, demonstrating Trumpism’s hold over the party . Trumpism is proving to be a holdover in the Republican Party, which has embraced him as a candidate for the White House . Republican leaders are embracing Trumpism, a sign of their support for the president .","('republican', 0.4392)"
212,The New York Times,2022-10-17,Generators briefly switch back on at the Zaporizhzhia nuclear plant after a strike knocks out external power again.,"A Russian strike again disconnected the embattled plant from the national power grid, forcing it to move to backup power, officials said.",Generators briefly switch back Zaporizhzhia nuclear plant strike knocks external power .,"A Russian strike disconnected embattled plant national power grid , forcing move backup power , officials said .",English,https://www.nytimes.com/2022/10/17/world/europe/russia-drone-strike-zaporizhzhia-nuclear-plant.html,,Unknown,Unknown,False,NYTimes," A Russian strike again disconnected the embattled plant from the national power grid, forcing it to move to backup power . Officials said the plant had been disconnected from the grid for the past two weeks . The plant has been forced to rely on backup power after a strike by a Russian strike .","('strike', 0.3353)"
213,The New York Times,2022-10-17,"Russia winds down its draft process, according to officials in Moscow and over 30 other regions.","President Vladimir V. Putin of Russia announced what he called a partial mobilization of troops on Sep. 21. Defense officials had said Russia would aim to draft about 300,000 civilians.","Russia winds draft process , according officials Moscow 30 regions .","President Vladimir V. Putin Russia announced called partial mobilization troops Sep. 21 . Defense officials said Russia would aim draft 300,000 civilians .",English,https://www.nytimes.com/2022/10/17/world/europe/russia-draft-quota.html,,Unknown,Unknown,False,NYTimes," President Vladimir V. Putin of Russia announced what he called a partial mobilization of troops on Sep. 21 . Defense officials had said Russia would aim to draft about 300,000 civilians . Putin announced the move in a bid to get Russia's troops ready for the first time .","('draft', 0.4649)"
214,Reuters,2022-10-17,Videos Capture Drone Attack in Kyiv,"At least four people were killed in Kyiv, the Ukrainian capital, when Russia attacked the city early Monday morning with explosive Iranian-made drones.",Videos Capture Drone Attack Kyiv,"At least four people killed Kyiv , Ukrainian capital , Russia attacked city early Monday morning explosive Iranian-made drones .",English,https://www.nytimes.com/video/world/europe/100000008585359/kamikaze-drone-attack-kyiv.html,,Unknown,Unknown,False,NYTimes," Russia attacked the city early Monday morning with explosive Iranian-made drones . At least four people were killed in Kyiv, the Ukrainian capital, when the attack occurred . The attack was carried out in the early hours of Monday morning in the city of Kyiv . Russian President Vladimir Putin is believed to be the prime minister of Ukraine .","('kyiv', 0.4577)"
215,The New York Times,2022-10-17,Ukrainian Police Shoot at Drones Attacking Kyiv,"Russia attacked Ukraine’s capital with Iranian-made drones, which explode on impact, during morning rush hour in the city.",Ukrainian Police Shoot Drones Attacking Kyiv,"Russia attacked Ukraine ’ capital Iranian-made drones , explode impact , morning rush hour city .",English,https://www.nytimes.com/video/world/europe/100000008585266/kyiv-russia-drones-strike.html,,Unknown,Unknown,False,NYTimes," Russia attacked Ukraine’s capital with Iranian-made drones, which explode on impact, during morning rush hour in the city . The attack was carried out during the height of the heaviest traffic in the country . Russia attacked the capital with the Iranian made drones during the morning commute .","('explode', 0.4332)"
216,The New York Times,2022-10-17,A Crisis of Burnout Among Doctors,Readers discuss some of the reasons behind the mental health crisis among physicians. Also: Russian atrocities in Ukraine.,A Crisis Burnout Among Doctors,Readers discuss reasons behind mental health crisis among physicians . Also : Russian atrocities Ukraine .,English,https://www.nytimes.com/2022/10/17/opinion/letters/doctors-mental-health.html,,Unknown,Unknown,False,NYTimes, Readers discuss the reasons behind the mental health crisis among physicians . Readers discuss some of the reasons for the crisis in the U.S. Readers also discuss the impact of the crisis on the nation's health care system . Read more from the comments section of this week's iReport.com .,"('ukraine', 0.3906)"
217,The New York Times,2022-10-17,"Resilient Kyiv Patches Up After Attacks, but Some Things Can’t Be Fixed","After a barrage of Russian missile and drone strikes on the Ukrainian capital, its residents show a resolve to clean up and press on.","Resilient Kyiv Patches Up After Attacks , Some Things Can ’ Be Fixed","After barrage Russian missile drone strikes Ukrainian capital , residents show resolve clean press .",English,https://www.nytimes.com/2022/10/17/world/europe/kyiv-russia-strikes-resilience.html,,Unknown,Unknown,False,NYTimes, Kiev residents show resolve to clean up and press on after Russian missile and drone strikes on Ukrainian capital . Residents of Kiev show a resolve to press on despite a barrage of Russian missile strikes on the city . Residents say they will continue to fight for their country despite the threat of Russian strikes .,"('resolve', 0.4408)"
218,The New York Times,2022-10-17,Crude Comments From Europe’s Top Diplomat Point to Bigger Problems,"Josep Borrell Fontelles said Europe was “a garden,” and the world “a jungle,” triggering charges of neocolonialism and racism just as the E.U. tries to drum up support in the developing world.",Crude Comments From Europe ’ Top Diplomat Point Bigger Problems,"Josep Borrell Fontelles said Europe “ garden , ” world “ jungle , ” triggering charges neocolonialism racism E.U . tries drum support developing world .",English,https://www.nytimes.com/2022/10/17/world/europe/eu-ukraine-josep-borrell-fontelles.html,,Unknown,Unknown,False,NYTimes," Josep Borrell Fontelles said Europe was ‘a garden,” and the world “a jungle” triggering charges of neocolonialism and racism . The comments come as the E.U. tries to drum up support in the developing world .","('europe', 0.5171)"
219,The New York Times,2022-10-17,"Ukraine and Russia exchange prisoners, many of them women.","Russia and Ukraine said they had exchanged dozens of prisoners on Monday, many of them women, the latest sign that the countries are willing to negotiate to free their citizens even as the war escalates.","Ukraine Russia exchange prisoners , many women .","Russia Ukraine said exchanged dozens prisoners Monday , many women , latest sign countries willing negotiate free citizens even war escalates .",English,https://www.nytimes.com/2022/10/18/world/europe/ukraine-and-russia-exchange-prisoners-many-of-them-women.html,,Unknown,Unknown,False,NYTimes," Russia and Ukraine exchange dozens of prisoners, many of them women . It's the latest sign that the countries are willing to negotiate to free their citizens even as the war escalates . Many of the prisoners are women, and some of them have been held in the Ukraine-Russia war .","('prisoners', 0.4749)"
220,The New York Times,2022-10-17,Nigeria Floods Kill Hundreds and Displace Over a Million,"The country is experiencing its worst floods in years, damaging homes, infrastructure and vast sections of farmland.",Nigeria Floods Kill Hundreds Displace Over Million,"The country experiencing worst floods years , damaging homes , infrastructure vast sections farmland .",English,https://www.nytimes.com/2022/10/17/world/africa/nigeria-floods.html,,Unknown,Unknown,False,NYTimes," The country is experiencing its worst floods in years, damaging homes, infrastructure and vast sections of farmland . Floods are damaging homes and infrastructure, damaging parts of the country's farmland . The floods are expected to be the worst in the country for more than a decade, damaging infrastructure and infrastructure .","('floods', 0.6136)"
221,The New York Times,2022-10-17,The death toll in a military jet crash in southern Russia rises to 14.,"Russian military officials said the jet had been on a training flight when one of its engines caught fire, causing it to crash in a port town about 25 miles from Ukraine.",The death toll military jet crash southern Russia rises 14 .,"Russian military officials said jet training flight one engines caught fire , causing crash port town 25 miles Ukraine .",English,https://www.nytimes.com/2022/10/17/world/europe/russia-military-jet-crash-yeysk.html,,Unknown,Unknown,False,NYTimes," Russian military officials say the jet was on a training flight when one of its engines caught fire . The jet crashed in a port town about 25 miles from Ukraine . Russia's military officials said the jet had been on a flight when the engine caught fire, causing it to crash .","('jet', 0.5543)"
222,The New York Times,2022-10-17,Rightist Party in Sweden Gets No Formal Role but Big Say in Government,The anti-immigrant Sweden Democrats will have a say over new policies for the incoming government under a complicated leadership agreement.,Rightist Party Sweden Gets No Formal Role Big Say Government,The anti-immigrant Sweden Democrats say new policies incoming government complicated leadership agreement .,English,https://www.nytimes.com/2022/10/17/world/europe/sweden-democrats-government-immigration.html,,Unknown,Unknown,False,NYTimes, Sweden Democrats will have a say over new policies for the incoming government under a complicated leadership agreement . The anti-immigrant Sweden Democrats are expected to have a role in the new government . Sweden's anti-immigration Sweden Democrats say they will be able to influence new government policies .,"('democrats', 0.4464)"
223,The New York Times,2022-10-17,Russia threatens to block an extension of the Ukraine grain deal.,"Russia is threatening to refuse to extend the United Nations-brokered deal that resumed Ukrainian agricultural exports by sea if Moscow’s demands over its food and fertilizer exports are not met, a Russian official told a top U.N. official in a meeting on Monday.",Russia threatens block extension Ukraine grain deal .,"Russia threatening refuse extend United Nations-brokered deal resumed Ukrainian agricultural exports sea Moscow ’ demands food fertilizer exports met , Russian official told top U.N. official meeting Monday .",English,https://www.nytimes.com/2022/10/18/world/europe/russia-threatens-to-block-extending-the-ukraine-grain-deal.html,,Unknown,Unknown,False,NYTimes, Russia threatens to refuse to extend deal that resumed Ukrainian agricultural exports by sea if Moscow’s demands are not met . Russian official told U.N. official in a meeting on Monday that the deal would not be extended . Russia says it wants to continue talks over food and fertilizer exports if the deal is not reached .,"('russia', 0.4006)"
224,The New York Times,2022-10-17,Jury Begins Deliberating in Trial of Analyst Who Gathered Steele Dossier Claims,"The case is a major test of the special counsel, John H. Durham, who was appointed in 2019 to investigate the origins of the F.B.I.’s inquiry into the nature of the Trump campaign’s ties to Russia.",Jury Begins Deliberating Trial Analyst Who Gathered Steele Dossier Claims,"The case major test special counsel , John H. Durham , appointed 2019 investigate origins F.B.I. ’ inquiry nature Trump campaign ’ ties Russia .",English,https://www.nytimes.com/2022/10/17/us/politics/danchenko-durham-trump.html,,Unknown,Unknown,False,NYTimes," The case is a major test of the special counsel, John H. Durham, who was appointed in 2019 to investigate the origins of the F.B.I. inquiry into the nature of the Trump campaign’s ties to Russia . Durham is expected to be the first person charged with the investigation .","('investigate', 0.362)"
225,The New York Times,2022-10-17,Iranian Drones Strike Kyiv,Russia hit the capital for the second week in a row.,Iranian Drones Strike Kyiv,Russia hit capital second week row .,English,https://www.nytimes.com/2022/10/17/briefing/russia-ukraine-war-iran-drones.html,,Unknown,Unknown,False,NYTimes," Russia hit the capital for the second week in a row . Russia hit Washington for the first time in a week . Russia has hit Washington twice this week in recent weeks . Washington is the capital of the U.S. state of Washington, Washington, D.C. and D.A.","('russia', 0.4878)"
226,The New York Times,2022-10-17,Your Tuesday Briefing: Kyiv is Attacked by Iranian-Made Drones,Plus China delays economic data and the U.K. finance minister drops the tax plan.,Your Tuesday Briefing : Kyiv Attacked Iranian-Made Drones,Plus China delays economic data U.K. finance minister drops tax plan .,English,https://www.nytimes.com/2022/10/17/briefing/russia-ukraine-iran-china.html,,Unknown,Unknown,False,NYTimes, China delays economic data and the U.K. finance minister drops the tax plan . Plus China's economic data is delayed by China's delay of economic data . The U.S. tax plan is dropped by the UK's finance minister in favour of the tax reform .,"('tax', 0.3596)"
227,The New York Times,2022-10-17,Your Monday Evening Briefing,Here’s what you need to know at the end of the day.,Your Monday Evening Briefing,Here ’ need know end day .,English,https://www.nytimes.com/2022/10/17/briefing/russia-drone-attacks-booker-prize.html,,Unknown,Unknown,False,NYTimes, Here’s what you need to know at the end of the day. CNN.com will feature iReporters' top 10 most recent stories . Share your photos with CNN iReport.com . Back to Mail Online home . Please submit your photos and videos for next week's top 10 news stories .,"('day', 0.3596)"
228,The New York Times,2022-10-17,"Russia Unleashes More Drones on Kyiv, Sowing Fear and Bringing Death","“What a horror,” said a Ukrainian retiree, as plumes of smoke rose from a central Kyiv street. “Again!” she said. “This is now happening all the time.”","Russia Unleashes More Drones Kyiv , Sowing Fear Bringing Death","“ What horror , ” said Ukrainian retiree , plumes smoke rose central Kyiv street . “ Again ! ” said . “ This happening time . ”",English,https://www.nytimes.com/2022/10/17/world/europe/ukraine-russia-war-kyiv-drones.html,,Unknown,Unknown,False,NYTimes," Plumes of smoke rose from a central Kyiv street . “What a horror,” said a Ukrainian retiree . ‘This is now happening all the time.” she said. “Again!”  said a retiree, as plumes of fire rose from the street .","('kyiv', 0.4676)"
229,The New York Times,2022-10-17,Drones Embody an Iran-Russia Alliance Built on Hostility to the U.S.,"Authoritarian regimes in Moscow and Tehran have in common international isolation, domestic crisis and conflict with the West.",Drones Embody Iran-Russia Alliance Built Hostility U.S .,"Authoritarian regimes Moscow Tehran common international isolation , domestic crisis conflict West .",English,https://www.nytimes.com/2022/10/17/world/europe/russia-iran-alliance-drones.html,,Unknown,Unknown,False,NYTimes," Moscow and Tehran have a common international isolation, domestic crisis and conflict with the West . Authoritarian regimes in Moscow and Iran have been locked in conflict with each other for decades . Russia and Iran are the two most powerful countries in the Middle East and Russia's most powerful cities .","('regimes', 0.5605)"
230,The New York Times,2022-10-18,5 Takeaways From the Utah Senate Debate,"Senator Mike Lee and Evan McMullin sparred about Donald Trump and Jan. 6, and had common ground on abortion.",5 Takeaways From Utah Senate Debate,"Senator Mike Lee Evan McMullin sparred Donald Trump Jan. 6 , common ground abortion .",English,https://www.nytimes.com/2022/10/17/us/politics/utah-senate-debate-lee-mcmullin.html,,Unknown,Unknown,False,NYTimes," Senator Mike Lee and Evan McMullin sparred about Donald Trump and Jan. 6 . They had common ground on abortion . Senator Lee: ""I'm a Republican, I'm a Democrat, I think I'm going to be a Republican"" Senator Lee says he's working to keep his seat in the Senate .","('mcmullin', 0.4039)"
231,The New York Times,2022-10-18,"As Europe Piles Sanctions on Russia, Some Sacred Cows Are Spared","The European Union has been severing economic ties with Moscow to support Ukraine, but some countries have lobbied to protect key sectors.","As Europe Piles Sanctions Russia , Some Sacred Cows Are Spared","The European Union severing economic ties Moscow support Ukraine , countries lobbied protect key sectors .",English,https://www.nytimes.com/2022/10/18/world/europe/eu-sanctions-russia-ukraine.html,,Unknown,Unknown,False,NYTimes," The European Union has been severing economic ties with Moscow to support Ukraine . But some countries have lobbied to protect key sectors of the Russian-backed Ukraine . The EU is severing ties with Russia to support the Ukrainian government in support of Ukraine, but some countries are lobbying to protect sectors .","('ukraine', 0.4596)"
232,The New York Times,2022-10-18,Your Tuesday Briefing,"Russian drones have exploded over Kyiv, killing at least four people.",Your Tuesday Briefing,"Russian drones exploded Kyiv , killing least four people .",English,https://www.nytimes.com/2022/10/18/briefing/russia-ukraine-drones-nigeria-floods.html,,Unknown,Unknown,False,NYTimes," Russian drones explode over Kyiv, killing at least four people . Russian drones have exploded over the Ukrainian city of Kyiv . Four people have been killed in the explosion, including four people in the city of Durgaurgaurga, Ukraine . Russian drone strikes in Ukraine have been blamed for the deaths of at least 4 people .","('drones', 0.4093)"
233,The New York Times,2022-10-18,Quotation of the Day:,"Quotation of the Day for Tuesday, October 18, 2022.",Quotation Day :,"Quotation Day Tuesday , October 18 , 2022 .",English,https://www.nytimes.com/2022/10/18/todayspaper/quotation-of-the-day.html,,Unknown,Unknown,False,NYTimes," Quotation of the Day for Tuesday, October 18, 2022 . Use this quote to help you understand today's featured news stories . Share your knowledge of stories you saw on CNN iReport.com with us on the weekly Newsquiz . Back to the page you came from .","('quotation', 0.5199)"
234,The New York Times,2022-10-18,Liz Truss Is Finished,"Britain’s prime minister may limp on, powerless, but she will fall.",Liz Truss Is Finished,"Britain ’ prime minister may limp , powerless , fall .",English,https://www.nytimes.com/2022/10/18/opinion/liz-truss-uk-hunt.html,,Unknown,Unknown,False,NYTimes," Britain’s prime minister may limp on, powerless, but she will fall . Britain's prime minister will limp on but will fall, she will be toppled, she says . She will fall. Britain's PM will be a victim of her own mistakes, he says .","('limp', 0.3825)"
235,AP,2022-10-18,Military Jet Crashes Into Residential Area in Southern Russia,"Footage shows an apartment building engulfed in flames after a Russian warplane crashed into the building’s courtyard in Yeysk, a port town east of Crimea.",Military Jet Crashes Into Residential Area Southern Russia,"Footage shows apartment building engulfed flames Russian warplane crashed building ’ courtyard Yeysk , port town east Crimea .",English,https://www.nytimes.com/video/world/europe/100000008586744/russia-warplane-crash.html,,Unknown,Unknown,False,NYTimes," Footage shows apartment building engulfed in flames after a Russian warplane crashed into the building’s courtyard in Yeysk, a port town east of Crimea . The crash happened in the port town of Crimea, east of the region, on the border with Russia's Crimea .","('apartment', 0.4614)"
