,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
37,,2022-10-03,Elon Musk offers solution to conflict between Russia and Ukraine,"MOSCOW, October 3. /TASS/. Redoing referendums in Russia's new regions under UN supervision could help resolve the conflict between Russia and Ukraine, American businessman Elon Musk wrote on Twitter on Monday.

According to him, establishing peace between Russia and Ukraine requires redoing referendums in the areas that have recently joined Russia. ""Russia leaves if that is the will of the people,"" he noted.

Musk added that Crimea would be ""part of Russia, as it has been since 1783 (until Khrushchev's mistake).",Elon Musk offers solution conflict Russia Ukraine,"MOSCOW , October 3 . /TASS/ . Redoing referendums Russia 's new regions UN supervision could help resolve conflict Russia Ukraine , American businessman Elon Musk wrote Twitter Monday . According , establishing peace Russia Ukraine requires redoing referendums areas recently joined Russia . `` Russia leaves people , '' noted . Musk added Crimea would `` part Russia , since 1783 ( Khrushchev 's mistake ) .",English,https://tass.com/world/1517277,,Unknown,Unknown,FALSE,newsCatcher
38,DNA Web Team,2022-10-04,Russia-Ukraine war: Elon Musk in Twitter war with Volodymyr Zelenskyy after offering ¡®peace plan',"Elon Musk and Volodymyr Zelenskyy (File photo)Tesla CEO Elon Musk found himself at the brunt of criticism from Ukrainians after he offered his two cents on the ongoing war with Russia. Not only the general population, but Musk's statement also hit a nerve with Ukraine President Volodymyr Zelenskyy. Elon Musk and Volodymyr Zelenskyy were engaged in a Twitter war after the former offered his solution to the Russia-Ukraine war, calling it a 'peace' plan for the two countries, and offering a list of solutions to be followed by both.",Russia-Ukraine war : Elon Musk Twitter war Volodymyr Zelenskyy offering ¡® peace plan ',"Elon Musk Volodymyr Zelenskyy ( File photo ) Tesla CEO Elon Musk found brunt criticism Ukrainians offered two cents ongoing war Russia . Not general population , Musk 's statement also hit nerve Ukraine President Volodymyr Zelenskyy . Elon Musk Volodymyr Zelenskyy engaged Twitter war former offered solution Russia-Ukraine war , calling 'peace ' plan two countries , offering list solutions followed .",English,https://www.dnaindia.com/world/report-russia-ukraine-war-elon-musk-in-twitter-war-with-volodymyr-zelenskyy-after-offering-peace-plan-2990089,,Unknown,Unknown,FALSE,newsCatcher
39,News Desk,2022-10-03,Will Lyman Defeat Push Putin to Launch Nukes? A Look at Russian Nuclear Policy and its Existing Arsenal,"As the spectre of a nuclear war looms over Europe, much has been discussed about what happens if Russian president Vladimir Putin decides to use nuclear weapons to defend Russia.
Putin never directly said he would use nuclear weapons but said Russia has weapons of mass destruction which will be used if Russia identifies a threat to its territory.
Russia is also likely to be angered after Ukraine claimed that Russian soldiers were forced to retreat from Ukrainian city Lyman. Lyman is in Donetsk and acted as a logistics hub for the Russian forces.",Will Lyman Defeat Push Putin Launch Nukes ? A Look Russian Nuclear Policy Existing Arsenal,"As spectre nuclear war looms Europe , much discussed happens Russian president Vladimir Putin decides use nuclear weapons defend Russia . Putin never directly said would use nuclear weapons said Russia weapons mass destruction used Russia identifies threat territory . Russia also likely angered Ukraine claimed Russian soldiers forced retreat Ukrainian city Lyman . Lyman Donetsk acted logistics hub Russian forces .",English,https://www.news18.com/news/world/will-lyman-defeat-push-putin-to-launch-nukes-a-look-at-russian-nuclear-policy-and-its-existing-arsenal-6088843.html,,Unknown,Unknown,FALSE,newsCatcher
40,Mark Tyson,2022-10-04,"Nvidia Stops All Activity in Russia, Shutting Offices","(Image credit: Shutterstock)


Nvidia has announced that it will close its remaining offices in Russia. The move comes six months after the firm decided to cease product shipments to the country. No precise reasoning about the timing of this decision was divulged, but the Wall Street Journal reports that Nvidia signaled this significant move was precipitated by recent events related to Ukraine.Since March, Nvidia's presence in Russia has been quite limited. According to the WSJ report, Russia-based employees will be given the opportunity to continue their work for the green team in another country.","Nvidia Stops All Activity Russia , Shutting Offices","( Image credit : Shutterstock ) Nvidia announced close remaining offices Russia . The move comes six months firm decided cease product shipments country . No precise reasoning timing decision divulged , Wall Street Journal reports Nvidia signaled significant move precipitated recent events related Ukraine.Since March , Nvidia 's presence Russia quite limited . According WSJ report , Russia-based employees given opportunity continue work green team another country .",English,https://www.tomshardware.com/news/nvidia-stops-all-activity-in-russia-shutting-offices,,Unknown,Unknown,FALSE,newsCatcher
41,BBC News,2022-10-04,Zelensky and Musk in row over Ukraine 'peace plan poll',"Image source, Getty ImagesUkraine President Volodymyr Zelensky has hit back at Elon Musk after the Tesla boss posted a Twitter poll with his suggestions for ending Russia's invasion.Mr Musk asked his 107.7m followers to vote on ideas that included ceding territory to Russia.In response Mr Zelensky posted his own poll asking users if they liked the world's richest person more when he supported Ukraine.Other Ukrainians criticised Mr Musk.Ukraine's outgoing ambassador to Germany Andrij Melnyk used a strong expletive, which he described as his ""very diplomatic reply"".",Zelensky Musk row Ukraine 'peace plan poll ',"Image source , Getty ImagesUkraine President Volodymyr Zelensky hit back Elon Musk Tesla boss posted Twitter poll suggestions ending Russia 's invasion.Mr Musk asked 107.7m followers vote ideas included ceding territory Russia.In response Mr Zelensky posted poll asking users liked world 's richest person supported Ukraine.Other Ukrainians criticised Mr Musk.Ukraine 's outgoing ambassador Germany Andrij Melnyk used strong expletive , described `` diplomatic reply '' .",English,https://www.bbc.com/news/business-63126550,,Unknown,Unknown,FALSE,newsCatcher
42,Sally Shakkour,2022-10-04,Zelenskyy: 'Which Elon Musk Do You Like More?',"In a tit-for-tat, Ukrainian President?Volodymyr Zelenskyy released a poll on his official Twitter account asking people 'which Elon Musk do you like more?' with two choices the first one was 'One who supports Ukraine' and the other one was 'One who supports Russia'.Also Read5 of Elon Musk's Most Famous Twitter ¡®Jokes' The President of Ukraine shared the post following a controversial post by the Tesla founder asking social media users whether they think people who?live in the Donbas & Crimea should have the right to decide if they want to join Russia.",Zelenskyy : 'Which Elon Musk Do You Like More ? ',"In tit-for-tat , Ukrainian President Volodymyr Zelenskyy released poll official Twitter account asking people 'which Elon Musk like ? ' two choices first one 'One supports Ukraine ' one 'One supports Russia'.Also Read5 Elon Musk 's Most Famous Twitter ¡® Jokes ' The President Ukraine shared post following controversial post Tesla founder asking social media users whether think people live Donbas & Crimea right decide want join Russia .",English,https://www.albawaba.com/node/zelenskyy-which-elon-musk-do-you-more-1493526,,Unknown,Unknown,FALSE,newsCatcher
43,Ilya Tsukanov,2022-10-03,'Crimea Formally Part of Russia': Elon Musk Lays Out Russia-Ukraine Peace Plan,"https://sputniknews.com/20221003/crimea-formally-part-of-russia-elon-musk-lays-out-russia-ukraine-peace-plan-1101476178.html'Crimea Formally Part of Russia': Elon Musk Lays Out Russia-Ukraine Peace Plan'Crimea Formally Part of Russia': Elon Musk Lays Out Russia-Ukraine Peace PlanWestern and Ukrainian media reported last month that Moscow and Kiev had been on the brink of reaching a peace deal in the spring, and that now ex-British... 03.10.2022, Sputnik International2022-10-03T17:31+00002022-10-03T17:31+00002022-10-03T17:34+0000viralelon muskukrainerussia/html/head/meta[@name='og:title']/@content/html/head/meta[@name='og:description']/@contenthttps://cdnn1.",'Crimea Formally Part Russia ' : Elon Musk Lays Out Russia-Ukraine Peace Plan,"https : //sputniknews.com/20221003/crimea-formally-part-of-russia-elon-musk-lays-out-russia-ukraine-peace-plan-1101476178.html'Crimea Formally Part Russia ' : Elon Musk Lays Out Russia-Ukraine Peace Plan'Crimea Formally Part Russia ' : Elon Musk Lays Out Russia-Ukraine Peace PlanWestern Ukrainian media reported last month Moscow Kiev brink reaching peace deal spring , ex-British ... 03.10.2022 , Sputnik International2022-10-03T17:31+00002022-10-03T17:31+00002022-10-03T17:34+0000viralelon muskukrainerussia/html/head/meta [ @ name='og : title ' ] / @ content/html/head/meta [ @ name='og : description ' ] / @ contenthttps : //cdnn1 .",English,https://sputniknews.com/20221003/crimea-formally-part-of-russia-elon-musk-lays-out-russia-ukraine-peace-plan-1101476178.html,,Unknown,Unknown,FALSE,newsCatcher
44,oorva Kaul,2022-10-04,"Czech Republic updates travel guidance, asks people with dual citizenship to leave Russia","Czech has advised people with dual Czech-Russian nationality to leave Russia to avoid conscription, a Czech Foreign Ministry spokesperson said. Lenka Do, a spokesperson for the Czech Foreign Ministry said that the government has updated travel guidance after Russian President Vladimir Putin called for 300,000 reservists as part of its partial mobilization in Russia, CNN reported. According to travel guidelines, Czech citizens were advised to avoid non-essential travel to Russia after Moscow began its offensive in Ukraine on February 24.","Czech Republic updates travel guidance , asks people dual citizenship leave Russia","Czech advised people dual Czech-Russian nationality leave Russia avoid conscription , Czech Foreign Ministry spokesperson said . Lenka Do , spokesperson Czech Foreign Ministry said government updated travel guidance Russian President Vladimir Putin called 300,000 reservists part partial mobilization Russia , CNN reported . According travel guidelines , Czech citizens advised avoid non-essential travel Russia Moscow began offensive Ukraine February 24 .",English,https://www.republicworld.com/world-news/russia-ukraine-crisis/czech-republic-updates-travel-guidance-asks-people-with-dual-citizenship-to-leave-russia-articleshow.html,,Unknown,Unknown,FALSE,newsCatcher
45,,2022-09-28,Russia Holds Referendums Inside Ukraine's Four Annexed Parts,"The Russia managed voting began on Friday in the four Moscow-held regions of Ukraine on referendums to become part of Russia. 110 Russia Ukraine war | Photo: AP Workers hang Russian flags at an apartment building in Luhansk, Luhansk People's Republic controlled by Russia-backed separatists, eastern Ukraine. 210 Russia Ukraine war | Photo: AP People walk past a billboard displaying a soldier and a Russian flag and reading 'We believe in our army and our victory' in Luhansk, Luhansk People's Republic controlled by Russia-backed separatists, eastern Ukraine.",Russia Holds Referendums Inside Ukraine 's Four Annexed Parts,"The Russia managed voting began Friday four Moscow-held regions Ukraine referendums become part Russia . 110 Russia Ukraine war | Photo : AP Workers hang Russian flags apartment building Luhansk , Luhansk People 's Republic controlled Russia-backed separatists , eastern Ukraine . 210 Russia Ukraine war | Photo : AP People walk past billboard displaying soldier Russian flag reading 'We believe army victory ' Luhansk , Luhansk People 's Republic controlled Russia-backed separatists , eastern Ukraine .",English,https://www.outlookindia.com/international/russia-holds-referendums-inside-ukraine-s-four-annexed-parts-photos-226455,,Unknown,Unknown,FALSE,newsCatcher
46,Kelsey Nield,2022-10-03,Russia loses its stronghold in Ukraine. Will it resort to tactical nuclear weapons?,"Ukrainian forces liberated Russia's stronghold of Lyman this weekend. The eastern Ukraine city was annexed last week by Russia, causing a 'humiliating retreat' for the nation's forces, per NBC News. Will Russia use tactical nuclear weapons against Ukraine? 
As Russia retreats, it raises concerns of an escalation in the war, leading to the possible use of tactical nuclear weapons. Russian President Vladimir Putin said in a speech in September that Russia would defend its territory 'by all means.' 'In the event of a threat to the territorial integrity of our country and to defend Russia and our people, we will certainly make use of all weapon systems available to us.",Russia loses stronghold Ukraine . Will resort tactical nuclear weapons ?,"Ukrainian forces liberated Russia 's stronghold Lyman weekend . The eastern Ukraine city annexed last week Russia , causing 'humiliating retreat ' nation 's forces , per NBC News . Will Russia use tactical nuclear weapons Ukraine ? As Russia retreats , raises concerns escalation war , leading possible use tactical nuclear weapons . Russian President Vladimir Putin said speech September Russia would defend territory 'by means . ' 'In event threat territorial integrity country defend Russia people , certainly make use weapon systems available us .",English,https://www.deseret.com/u-s-world/2022/10/3/23385145/russia-ukraine-raising-tactical-nuclear-weapons,,Unknown,Unknown,FALSE,newsCatcher
47,BBC News,2022-10-04,Zelensky and Musk in row over Ukraine 'peace plan poll',"Image source, Getty ImagesUkraine President Volodymyr Zelensky has hit back at Elon Musk after the Tesla boss posted a Twitter poll with his suggestions for ending Russia's invasion.Mr Musk asked his 107.7m followers to vote on ideas that included ceding territory to Russia.In response Mr Zelensky posted his own poll asking users if they liked the world's richest person more when he supported Ukraine.Other Ukrainians criticised Mr Musk.Ukraine's outgoing ambassador to Germany Andrij Melnyk used a strong expletive, which he described as his ""very diplomatic reply"".",Zelensky Musk row Ukraine 'peace plan poll ',"Image source , Getty ImagesUkraine President Volodymyr Zelensky hit back Elon Musk Tesla boss posted Twitter poll suggestions ending Russia 's invasion.Mr Musk asked 107.7m followers vote ideas included ceding territory Russia.In response Mr Zelensky posted poll asking users liked world 's richest person supported Ukraine.Other Ukrainians criticised Mr Musk.Ukraine 's outgoing ambassador Germany Andrij Melnyk used strong expletive , described `` diplomatic reply '' .",English,https://www.bbc.co.uk/news/business-63126550,,Unknown,Unknown,FALSE,newsCatcher
48,Dan Robinson,2022-10-04,Nvidia finally shuts down its Russian offices,"GPU maker Nvidia is shutting down its operations in Russia following its earlier decision to stop selling products there. The company is said to be offering employees the chance to continue working for it in another country.
Nvidia had already suspended all product shipments to Russia back in March over the country's invasion of Ukraine, but had apparently maintained an office presence in Russia in order to support its local employees and their families, the company said.
However, the GPU giant said in a statement issued on Monday that it was now ceasing all activities and closing its offices in Russia, saying that ""with recent developments, we can no longer operate effectively there,"" adding: ""All employees will be given the option of continuing their jobs in other countries.",Nvidia finally shuts Russian offices,"GPU maker Nvidia shutting operations Russia following earlier decision stop selling products . The company said offering employees chance continue working another country . Nvidia already suspended product shipments Russia back March country 's invasion Ukraine , apparently maintained office presence Russia order support local employees families , company said . However , GPU giant said statement issued Monday ceasing activities closing offices Russia , saying `` recent developments , longer operate effectively , '' adding : `` All employees given option continuing jobs countries .",English,https://www.theregister.com/2022/10/04/nvidia_russia_offices/,,Unknown,Unknown,FALSE,newsCatcher
49,Kamal Joshi,2022-10-03,Elon Musk suggests UN-monitored referendum in 'wantaway' Ukraine areas; Russia must accept,"Billionaire Elon Musk on Monday shared a Twitter poll and asked his followers to give their opinion on the suggestion he has put on Russia's Ukraine war to bring peace. The Tesla founder suggested elections in the annexed regions under United Nations supervision. ""Russia leaves if this is the will of the people,"" he said. ""Crimea formally part of Russia, as it has been since 1783 (until Khrushchev's mistake),"" he said, adding that assured water supply to Crimea. He also opined that Ukraine should remain neutral and asked followers to reply with their recommendations in ""yes and no"".",Elon Musk suggests UN-monitored referendum 'wantaway ' Ukraine areas ; Russia must accept,"Billionaire Elon Musk Monday shared Twitter poll asked followers give opinion suggestion put Russia 's Ukraine war bring peace . The Tesla founder suggested elections annexed regions United Nations supervision . `` Russia leaves people , '' said . `` Crimea formally part Russia , since 1783 ( Khrushchev 's mistake ) , '' said , adding assured water supply Crimea . He also opined Ukraine remain neutral asked followers reply recommendations `` yes '' .",English,https://www.republicworld.com/world-news/us-news/elon-musk-suggests-un-monitored-referendum-in-wantaway-ukraine-areas-russia-must-accept-articleshow.html,,Unknown,Unknown,FALSE,newsCatcher
50,Rob Thubron,2022-10-04,"Nvidia to cease all activities in Russia, will relocate employees","What just happened? Nvidia has joined the slew of western companies ceasing all activities in Russia. The tech giant stopped shipments to the country soon after the invasion of Ukraine eight months ago, but the small Russian presence that remained is now being removed. Nvidia in a statement said it had continued to maintain its office in Russia after suspending shipments to support employees and their families, but recent developments mean it can no longer operate effectively in the country. ""All employees will be given the option of continuing their jobs in other countries,"" the company said.","Nvidia cease activities Russia , relocate employees","What happened ? Nvidia joined slew western companies ceasing activities Russia . The tech giant stopped shipments country soon invasion Ukraine eight months ago , small Russian presence remained removed . Nvidia statement said continued maintain office Russia suspending shipments support employees families , recent developments mean longer operate effectively country . `` All employees given option continuing jobs countries , '' company said .",English,https://www.techspot.com/news/96192-nvidia-cease-all-activities-russia-relocate-employees.html,,Unknown,Unknown,FALSE,newsCatcher
51,Ellen Francis,2022-09-30,Russia-Ukraine war live updates: Putin illegally proclaims annexation of four Ukrainian regions at Moscow ceremony,"Four regions where staged referendums on joining Russia were held Area held by Russia- backed separatists since 2014 Annexed by Russia in 2014 Control areas as of Sept. 28 Sources: Institute for the Study of War, AEI's Critical Threats Project Ukrainian reclaimed territory through counteroffensives Four regions where staged referendums on joining Russia were held Area held by Russia-backed separatists since 2014 Annexed by Russia in 2014 Control areas as of Sept. 28 Sources: Institute for the St",Russia-Ukraine war live updates : Putin illegally proclaims annexation four Ukrainian regions Moscow ceremony,"Four regions staged referendums joining Russia held Area held Russia- backed separatists since 2014 Annexed Russia 2014 Control areas Sept. 28 Sources : Institute Study War , AEI 's Critical Threats Project Ukrainian reclaimed territory counteroffensives Four regions staged referendums joining Russia held Area held Russia-backed separatists since 2014 Annexed Russia 2014 Control areas Sept. 28 Sources : Institute St",English,https://www.washingtonpost.com/world/2022/09/30/russia-ukraine-war-putin-annexation-live-updates/,,Unknown,Unknown,FALSE,newsCatcher
52,Jude Karabus,2022-10-04,UK imposes sanctions on IT services to Russia,"Fresh export sanctions were leveled at Russia by the UK last week, with IT consultancy among other professional services that are banned.
The move came in response to the illegal annexation of the Ukrainian regions of Donetsk, Luhansk, Kherson, and Zaporizhzhia after Russian president Vladimir Putin held sham ""referendums"" in the final week of September.
Under the new sanctions, Russia will lose access to not only to British IT consultancy, but architectural services, engineering services, and transactional legal advisory services for certain commercial activity ? described by the UK government as ""major western services that Russia depends on.",UK imposes sanctions IT services Russia,"Fresh export sanctions leveled Russia UK last week , IT consultancy among professional services banned . The move came response illegal annexation Ukrainian regions Donetsk , Luhansk , Kherson , Zaporizhzhia Russian president Vladimir Putin held sham `` referendums '' final week September . Under new sanctions , Russia lose access British IT consultancy , architectural services , engineering services , transactional legal advisory services certain commercial activity ? described UK government `` major western services Russia depends .",English,https://www.theregister.com/2022/10/04/it_consultants_sanctions/,,Unknown,Unknown,FALSE,newsCatcher
53,Brad Dress,2022-10-03,Zelensky responds to Musk poll with one of his own: ¡®Which Elon Musk do you like more?',"Ukrainian President Volodymyr Zelensky responded to Elon Musk's poll about whether Ukraine should give up territory to Russia on Monday by turning the tables on the tech billionaire.

Zelensky tweeted out a poll of his own, asking Twitter users which Musk they like better: 'One who supports Ukraine' or 'One who supports Russia.'

Musk's Twitter poll drew widespread attention on Monday afternoon when the SpaceX and Tesla CEO asked users if they supported his peace proposal for the war in Ukraine.

Musk's proposal was to redo elections in regions of Ukraine annexed by Russia, with the elections under United Nations supervision, have Ukraine cede the Crimean peninsula to Russia, and for Ukraine to remain as a neutral country between Russia and the West.",Zelensky responds Musk poll one : ¡® Which Elon Musk like ? ',"Ukrainian President Volodymyr Zelensky responded Elon Musk 's poll whether Ukraine give territory Russia Monday turning tables tech billionaire . Zelensky tweeted poll , asking Twitter users Musk like better : 'One supports Ukraine ' 'One supports Russia . ' Musk 's Twitter poll drew widespread attention Monday afternoon SpaceX Tesla CEO asked users supported peace proposal war Ukraine . Musk 's proposal redo elections regions Ukraine annexed Russia , elections United Nations supervision , Ukraine cede Crimean peninsula Russia , Ukraine remain neutral country Russia West .",English,https://news.yahoo.com/zelensky-responds-musk-poll-one-214651163.html,,Unknown,Unknown,FALSE,newsCatcher
