,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
156,USA Today,2022-09-08,What happens to the other royals under King Charles III and his new slimmed-down monarchy?,"With the death Thursday of Queen Elizabeth II, thoughts immediately turn to her son. And the ascension of Prince Charles to the British throne promises to have a seismic effect on the roles of other … [+9937 chars]",What happens royals King Charles III new slimmed-down monarchy ?,"With death Thursday Queen Elizabeth II , thoughts immediately turn son . And ascension Prince Charles British throne promises seismic effect roles … [ +9937 chars ]",English,https://www.usatoday.com/story/entertainment/celebrities/2022/09/08/british-royal-succession-queen-elizabeth-death-redefines-royal-family/6271870001/,"https://www.gannett-cdn.com/presto/2021/11/01/USAT/dee745cc-0d29-47b9-a9f6-26adfa96a2f8-AP_Climate_COP26_Summit_2.jpg?auto=webp&crop=4463,2510,x1,y20&format=pjpg&width=1200",Unknown,Unknown,True,newsAPI
157,USA Today,2022-09-08,Operation London Bridge and Operation Unicorn explained following Queen Elizabeth's death,Queen Elizabeth II is dead at 96. She reigned over the United Kingdom for 70 years making her Britain’s longest reigning monarch. As the island nation and people around the world process their iconic… [+2667 chars],Operation London Bridge Operation Unicorn explained following Queen Elizabeth 's death,Queen Elizabeth II dead 96 . She reigned United Kingdom 70 years making Britain ’ longest reigning monarch . As island nation people around world process iconic… [ +2667 chars ],English,https://www.usatoday.com/story/entertainment/celebrities/2022/09/08/operation-london-bridge-operation-unicorn-queen-elizabeth/8027213001/,"https://www.gannett-cdn.com/presto/2022/09/08/USAT/aadcf973-c978-4e6e-a4e9-f2f0e0f71bfa-GTY_1241585690.jpg?auto=webp&crop=3499,1968,x1,y250&format=pjpg&width=1200",Unknown,Unknown,True,newsAPI
158,USA Today,2022-09-08,"Camilla's new title, explained: What's the difference between queen and 'Queen Consort'?","King Charles III now presides over the British monarchy. And by his side: Queen Camilla.
Wait a second. When Queen Elizabeth II, who died Thursday, reigned for her 70 years, her better half wasn't K… [+5890 chars]","Camilla 's new title , explained : What 's difference queen 'Queen Consort ' ?","King Charles III presides British monarchy . And side : Queen Camilla . Wait second . When Queen Elizabeth II , died Thursday , reigned 70 years , better half n't K… [ +5890 chars ]",English,https://www.usatoday.com/story/entertainment/celebrities/2022/09/08/camilla-queen-consort-meaning-explained/8028017001/,https://www.gannett-cdn.com/-mm-/dfd66759ea5f9a03fa6d7a5cbb9ce7e784a73b38/c=0-133-1931-1224/local/-/media/2017/07/17/USATODAY/USATODAY/636358964133464501-EPA--FILE--BELGIUM-CAMILLA-DUCHESS-OF-CORNWALL-BIRTHDAY.jpg?auto=webp&format=pjpg&width=1200,Unknown,Unknown,True,newsAPI
159,The Guardian,2022-09-08,The Queen’s death will shake this country deeply – she was a steady centre amid constant flux | Jonathan Freedland,"We knew the words would be uttered one day, but it was still a shock to hear them. The Queen is dead.
Of course, we knew the moment was coming. When a photograph was released on Tuesday showing the … [+8069 chars]",The Queen ’ death shake country deeply – steady centre amid constant flux | Jonathan Freedland,"We knew words would uttered one day , still shock hear . The Queen dead . Of course , knew moment coming . When photograph released Tuesday showing … [ +8069 chars ]",English,https://amp.theguardian.com/commentisfree/2022/sep/08/the-queens-death-will-shake-this-country-deeply-she-was-a-steady-centre-amid-constant-flux,https://i.guim.co.uk/img/media/909b0eae2c0ed1d72780c3e3412e0d66cd4dd7fb/0_27_1888_1133/master/1888.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=adedd00913f08bb0960d609372dea850,Unknown,Unknown,True,newsAPI
160,Boing Boing,2022-09-07,Elizabeth Holmes continues to try and wriggle out of her conviction,"After a judge declined her appeal on September 1st, Holmes has a new reason her guilty judgment should be thrown out: a witness purportedly feels bad about their sworn testimony. Holmes has been foun… [+1355 chars]",Elizabeth Holmes continues try wriggle conviction,"After judge declined appeal September 1st , Holmes new reason guilty judgment thrown : witness purportedly feels bad sworn testimony . Holmes foun… [ +1355 chars ]",English,https://boingboing.net/2022/09/07/elizabeth-holmes-continues-to-try-and-wriggle-out-of-her-conviction.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/09/holmessad1.jpg?fit=1200%2C800&ssl=1,Unknown,Unknown,True,newsAPI
161,HuffPost,2022-09-09,Elton John Dedicates Song To Queen Elizabeth II In 2nd Performance For A Late Royal,"Elton John told the crowd that Queen Elizabeth II's ""spirit lives on, and we celebrate her life tonight with music.""
When Elton John heard news of Queen Elizabeth IIs death in the U.K., he didnt can… [+1969 chars]",Elton John Dedicates Song To Queen Elizabeth II In 2nd Performance For A Late Royal,"Elton John told crowd Queen Elizabeth II 's `` spirit lives , celebrate life tonight music . '' When Elton John heard news Queen Elizabeth IIs death U.K. , didnt can… [ +1969 chars ]",English,https://www.huffpost.com/entry/elton-john-dedicates-song-queen-elizabeth_n_631b5b68e4b0eac9f4d6ffe0,https://img.huffingtonpost.com/asset/631b5e00220000330088ab44.jpeg?cache=sIXZ2JPOdj&ops=1200_630,Unknown,Unknown,True,newsAPI
162,The Guardian,2022-09-09,Political leaders across Ireland unite in tributes to Queen,"Political leaders across Ireland and Northern Ireland have united in tribute to the Queen and hailed her role in applying balm to centuries of conflict between nationalism and unionism, one of the mo… [+2900 chars]",Political leaders across Ireland unite tributes Queen,"Political leaders across Ireland Northern Ireland united tribute Queen hailed role applying balm centuries conflict nationalism unionism , one mo… [ +2900 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/political-leaders-across-ireland-unite-in-tributes-to-queen,https://i.guim.co.uk/img/media/704cc7ec8059830ccb61c8913a917805c845f667/0_118_2600_1561/master/2600.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=15eafb50ba3c655d0ecc7dd565dc8715,Unknown,Unknown,True,newsAPI
163,The Guardian,2022-09-09,King Charles and Camilla begin preparations for the Queen’s funeral,"King Charles and Camilla, now Queen Consort, left Balmoral late on Friday morning and travelled to Aberdeen airport to fly to London and begin preparations for the Queens funeral and the formal proce… [+2563 chars]",King Charles Camilla begin preparations Queen ’ funeral,"King Charles Camilla , Queen Consort , left Balmoral late Friday morning travelled Aberdeen airport fly London begin preparations Queens funeral formal proce… [ +2563 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/king-charles-and-camilla-begin-preparations-for-the-queens-funeral,https://i.guim.co.uk/img/media/f548146a7c9c11d050c2f21a00a16f4c69ad14e9/0_114_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=b29ca1fc04c243f23dcc3b823a2a766d,Unknown,Unknown,True,newsAPI
164,The Guardian,2022-09-09,King Charles to be Defender of the Faith but also a defender of faiths,"At the coronation of King Charles III in the coming months, the new sovereign will take an oath, promising to rule according to law, to exercise justice with mercy and to maintain the Church of Engla… [+4585 chars]",King Charles Defender Faith also defender faiths,"At coronation King Charles III coming months , new sovereign take oath , promising rule according law , exercise justice mercy maintain Church Engla… [ +4585 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/king-charles-to-be-defender-of-the-faith-but-also-a-defender-of-faiths,https://i.guim.co.uk/img/media/e5ae9bbfdd06b8ea2b37c8e85b9a22afb1ca0d53/0_181_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=bcc667e5be2d088b20ec953d22e7ecb1,Unknown,Unknown,True,newsAPI
165,The Guardian,2022-09-09,The Fiver | Football and the Queen,"Queen Elizabeth II was not a huge football fan. That July 1966 afternoon, when Bobby Moore wiped himself down before shaking her gloved hand as she passed him the Jules Rimet trophy, was actually the… [+4818 chars]",The Fiver | Football Queen,"Queen Elizabeth II huge football fan . That July 1966 afternoon , Bobby Moore wiped shaking gloved hand passed Jules Rimet trophy , actually the… [ +4818 chars ]",English,https://amp.theguardian.com/football/2022/sep/09/the-fiver-football-and-the-queen,https://i.guim.co.uk/img/media/a1ee91e5800a4f38360043dc599a2db0435aa4da/0_477_3103_1862/master/3103.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=a733c23144126d58213151a79d1920ce,Unknown,Unknown,True,newsAPI
166,The Guardian,2022-09-09,King Charles greeted by crowds of well-wishers at Buckingham Palace,"King Charles III was met with cheers and kisses from thousands of well-wishers at Buckingham Palace on Friday as he arrived for the first time in his new role.
Huge crowds gathered at the palace, ma… [+5565 chars]",King Charles greeted crowds well-wishers Buckingham Palace,"King Charles III met cheers kisses thousands well-wishers Buckingham Palace Friday arrived first time new role . Huge crowds gathered palace , ma… [ +5565 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/king-charles-greeted-by-crowds-of-wellwishers-at-buckingham-palace,https://i.guim.co.uk/img/media/7ee742d5ea35b3f7ff07d35098b6cef385cdc62c/0_0_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=5c585127dfa477671a5c415a69f38e5c,Unknown,Unknown,True,newsAPI
167,The Guardian,2022-09-09,‘Much more than a figurehead’: how the Queen was the beating heart of the Commonwealth,"Born out of the empire, the Commonwealth, in the words of the Conservative former prime minister John Major and others, has somehow been held together by an invisible glue that was Queen Elizabeth.
… [+7536 chars]",‘ Much figurehead ’ : Queen beating heart Commonwealth,"Born empire , Commonwealth , words Conservative former prime minister John Major others , somehow held together invisible glue Queen Elizabeth . … [ +7536 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/how-the-queen-was-the-beating-heart-of-the-commonwealth,https://i.guim.co.uk/img/media/a6cce3d2b5e75164ebbf18b20d69d316e670bb27/0_191_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=c4ef3604b2c2f864ea7f52ec5057c2f0,Unknown,Unknown,True,newsAPI
168,The Guardian,2022-09-09,London Bridge is down: what happens in the 10 days after the Queen’s death?,"D+0 (Friday 9 September)
Charles III and the Queen Consort arrive in London from Balmoral. The King holds his first audience with the prime minister, Liz Truss. He is also expected to meet the Earl … [+4056 chars]",London Bridge : happens 10 days Queen ’ death ?,"D+0 ( Friday 9 September ) Charles III Queen Consort arrive London Balmoral . The King holds first audience prime minister , Liz Truss . He also expected meet Earl … [ +4056 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/london-bridge-is-down-what-happens-in-the-10-days-after-the-queens-death,https://i.guim.co.uk/img/media/b781da46bddf4b446ea166854ab89195e7fdebf4/0_92_7249_4349/master/7249.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=006e2f125f78fab52f86c59742d77ca5,Unknown,Unknown,True,newsAPI
169,The Guardian,2022-09-09,Edinburgh prepares for well-wishers paying tribute to the Queen,A huge security operation has swung into action in Edinburgh as the city prepares for thousands of well-wishers to line the Royal Mile when the Queens coffin is brought to the Palace of Holyroodhouse… [+4234 chars],Edinburgh prepares well-wishers paying tribute Queen,A huge security operation swung action Edinburgh city prepares thousands well-wishers line Royal Mile Queens coffin brought Palace Holyroodhouse… [ +4234 chars ],English,https://amp.theguardian.com/uk-news/2022/sep/09/edinburgh-prepares-well-wishers-tribute-the-queen,https://i.guim.co.uk/img/media/c99afa0d34f526674513bbb38de1836998647551/0_0_5184_3110/master/5184.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=0295377da2692747744dae1aa6efea69,Unknown,Unknown,True,newsAPI
170,The Guardian,2022-09-09,"Rugby, theatres, fashion week: what events are still on after Queen’s death?","Premier League football matches are to be postponed this weekend after the death of the Queen, but theatres will stay open and other mass events are expected to go ahead during the 10-day period of o… [+2897 chars]","Rugby , theatres , fashion week : events still Queen ’ death ?","Premier League football matches postponed weekend death Queen , theatres stay open mass events expected go ahead 10-day period o… [ +2897 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/rugby-theatres-fashion-week-what-events-are-still-on-after-queens-death,https://i.guim.co.uk/img/media/f815f80c0191305d545377e7462fe07960da1734/0_239_5450_3270/master/5450.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=f8d0fe9f5f102fe9cc9843f6b5747465,Unknown,Unknown,True,newsAPI
171,The Guardian,2022-09-08,Manchester United lose at home to Real Sociedad to stall Ten Hag’s progress,"Football was an obvious irrelevance after the evenings news but, once Uefa ruled the game should go ahead, Manchester United duly fulfilled their Europa League fixture against Real Sociedad.
The dea… [+3767 chars]",Manchester United lose home Real Sociedad stall Ten Hag ’ progress,"Football obvious irrelevance evenings news , Uefa ruled game go ahead , Manchester United duly fulfilled Europa League fixture Real Sociedad . The dea… [ +3767 chars ]",English,https://amp.theguardian.com/football/2022/sep/08/manchester-united-lose-at-home-to-real-sociedad-to-stall-ten-hags-progress,https://i.guim.co.uk/img/media/781d889b0c3c199d6b55b6a8016b0e5bc8733f60/0_33_2557_1534/master/2557.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=7fe415e36ac996c570431b93bfda317c,Unknown,Unknown,True,newsAPI
172,The Guardian,2022-09-09,‘Our hearts are broken’: how the UK papers reported the death of the Queen,"Pictures of the Queen fill the front pages of the daily papers, with patriotism and praise on display as Britain marks a historic and sombre day.
The Sun swaps its usual red top for regal purple and… [+3674 chars]",‘ Our hearts broken ’ : UK papers reported death Queen,"Pictures Queen fill front pages daily papers , patriotism praise display Britain marks historic sombre day . The Sun swaps usual red top regal purple and… [ +3674 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/our-hearts-are-broken-how-the-uk-papers-reported-the-death-of-the-queen,https://i.guim.co.uk/img/media/a02475828578d5cb787045ed50c2c559b5d914fb/0_0_2500_1500/master/2500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=59f2af56a94a8c8fc5cb4017987426c4,Unknown,Unknown,True,newsAPI
173,The Guardian,2022-09-09,"Queen had no fear of death, says archbishop of Canterbury","The Queen had no fear of death and drew strength from the rock on which she stood, the archbishop of Canterbury has said.
Justin Welby, who last saw the Queen in June, told BBC Radio 4s Today progra… [+1820 chars]","Queen fear death , says archbishop Canterbury","The Queen fear death drew strength rock stood , archbishop Canterbury said . Justin Welby , last saw Queen June , told BBC Radio 4s Today progra… [ +1820 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/queen-had-no-fear-of-death-says-archbishop-of-canterbury-justin-welby,https://i.guim.co.uk/img/media/111b508eb46b526343a0d6ea7cf5c0beebbdd4af/116_192_4284_2570/master/4284.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=9190654c139efcd89c9cac2ca604f2aa,Unknown,Unknown,True,newsAPI
174,The Guardian,2022-09-09,Media firms introduce advertising blackouts to respect late Queen,"Broadcasters, newspaper publishers, radio stations and social media platforms including Snapchat have instituted an unprecedented advertising blackout in response to the death of the Queen.
ITV, Cha… [+2474 chars]",Media firms introduce advertising blackouts respect late Queen,"Broadcasters , newspaper publishers , radio stations social media platforms including Snapchat instituted unprecedented advertising blackout response death Queen . ITV , Cha… [ +2474 chars ]",English,https://amp.theguardian.com/media/2022/sep/09/media-firms-introduce-advertising-blackouts-to-respect-late-queen,https://i.guim.co.uk/img/media/0f56cb15d3b28378dfe0ca89d4b45ba3e1a5fd84/0_247_7419_4453/master/7419.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=4224d27dbafdabd522f9a8de23309e53,Unknown,Unknown,True,newsAPI
175,The Guardian,2022-09-09,Leaders and monarchs from around world to attend Queen’s state funeral,"Leaders and monarchs from around the world will attend the Queens state funeral in London later this month, congregating in Westminster Abbey for a solemn gathering on a scale seldom witnessed in rec… [+2747 chars]",Leaders monarchs around world attend Queen ’ state funeral,"Leaders monarchs around world attend Queens state funeral London later month , congregating Westminster Abbey solemn gathering scale seldom witnessed rec… [ +2747 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/leaders-and-monarchs-from-around-world-to-attend-queens-state-funeral,https://i.guim.co.uk/img/media/ff269828252b9cff8b231508635b8ed4144690e1/0_231_5120_3071/master/5120.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=f1850f5b08acd34c3e7829b4fa95105a,Unknown,Unknown,True,newsAPI
176,The Guardian,2022-09-08,The moment news of the Queen's death breaks during White House briefing – video,"'So that [the Queen's death] has been confirmed?' the White House press secretary, Karine Jean-Pierre, said on hearing the news of the death of Queen Elizabeth. Jean-Pierre was discussing the Inflati… [+344 chars]",The moment news Queen 's death breaks White House briefing – video,"'So [ Queen 's death ] confirmed ? ' White House press secretary , Karine Jean-Pierre , said hearing news death Queen Elizabeth . Jean-Pierre discussing Inflati… [ +344 chars ]",English,https://www.theguardian.com/uk-news/video/2022/sep/08/the-moment-news-of-the-queens-death-breaks-during-white-house-briefing-video,https://i.guim.co.uk/img/media/0039d470fe1abdab2b25d760feb35e0fceaed8c1/0_247_4839_2903/master/4839.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=032f468150093b8460492a5991545840,Unknown,Unknown,True,newsAPI
177,The Guardian,2022-09-09,The Guardian view on King Charles III: a central character in history’s new chapter,"This week saw a new UK prime minister, Liz Truss, and a new monarch, King Charles III. Neither are unfamiliar figures but they arrive in profoundly unsettling times. The death of Queen Elizabeth II r… [+3295 chars]",The Guardian view King Charles III : central character history ’ new chapter,"This week saw new UK prime minister , Liz Truss , new monarch , King Charles III . Neither unfamiliar figures arrive profoundly unsettling times . The death Queen Elizabeth II r… [ +3295 chars ]",English,https://amp.theguardian.com/commentisfree/2022/sep/09/the-guardian-view-on-king-charles-iii-a-central-character-in-historys-new-chapter,https://i.guim.co.uk/img/media/3e8f5750ea41c392e41ac87214158f1eb3558897/0_184_4205_2523/master/4205.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=33b1ea0d022918651e30160afb3bb4b8,Unknown,Unknown,True,newsAPI
178,Wired,2022-09-08,Rurbanization: Why It’s Time to Make Cities More Rural,"Those calculations focus primarily on the emissions from heavy machinery and long-distance trucking and shipping. But Elizabeth Sawin, founder and director of the Multisolving Institute, which promot… [+3952 chars]",Rurbanization : Why It ’ Time Make Cities More Rural,"Those calculations focus primarily emissions heavy machinery long-distance trucking shipping . But Elizabeth Sawin , founder director Multisolving Institute , promot… [ +3952 chars ]",English,https://www.wired.com/story/why-its-time-to-make-cities-more-rural/,"https://media.wired.com/photos/6318de1fc4d3ebc9237bc506/191:100/w_1280,c_limit/urban_farm_rural_science_GettyImages-1248582254.jpg",Unknown,Unknown,True,newsAPI
179,Reuters,2022-09-09,"FTSE 100 rises on commodity boost, set to end turbulent week higher - Reuters.com","Sept 9 (Reuters) - UK's benchmark FTSE 100 index rose on Friday led by commodity stocks and was set to end the week higher, after a few volatile sessions that saw the announcement of the country's ne… [+1081 chars]","FTSE 100 rises commodity boost , set end turbulent week higher - Reuters.com","Sept 9 ( Reuters ) - UK 's benchmark FTSE 100 index rose Friday led commodity stocks set end week higher , volatile sessions saw announcement country 's ne… [ +1081 chars ]",English,https://www.reuters.com/markets/europe/ftse-100-rises-commodity-boost-set-end-turbulent-week-higher-2022-09-09/,https://www.reuters.com/resizer/yOR1IkQk0SlQCMKi7DmNxFowGd8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/PMDHCW5XJFJLHN2I3B7Z5OC5OA.jpg,Unknown,Unknown,True,newsAPI
180,Reuters,2022-09-07,EXCLUSIVE UK to announce dozens of new North Sea oil and gas licences -sources - Reuters,"LONDON, Sept 7 (Reuters) - The British government is expected to announce dozens of new North Sea oil and gas exploration licences in an effort to boost domestic production, two sources familiar with… [+1191 chars]",EXCLUSIVE UK announce dozens new North Sea oil gas licences -sources - Reuters,"LONDON , Sept 7 ( Reuters ) - The British government expected announce dozens new North Sea oil gas exploration licences effort boost domestic production , two sources familiar with… [ +1191 chars ]",English,https://www.reuters.com/business/energy/exclusive-uk-announce-dozens-new-north-sea-oil-gas-licences-sources-2022-09-07/,https://www.reuters.com/resizer/WGupJsXZTi_iYl1-_lNPTUV0BGI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/AP6LLYOHCBLMDF7RYRYLWBBIAQ.jpg,Unknown,Unknown,True,newsAPI
181,Reuters,2022-09-07,Schneider Electric's top executive seen in pole position for EDF CEO job-sources - Reuters,"PARIS, Sept 7 (Reuters) - Luc Remont, a top executive at Schneider Electric, has emerged as a front-runner for the chief executive job at French nuclear power group EDF (EDF.PA), according to two sou… [+1339 chars]",Schneider Electric 's top executive seen pole position EDF CEO job-sources - Reuters,"PARIS , Sept 7 ( Reuters ) - Luc Remont , top executive Schneider Electric , emerged front-runner chief executive job French nuclear power group EDF ( EDF.PA ) , according two sou… [ +1339 chars ]",English,https://www.reuters.com/business/energy/schneider-electrics-top-executive-seen-pole-position-edf-ceo-job-sources-2022-09-07/,https://www.reuters.com/resizer/sHXFfrafpIPTW45i0qKn65_opK0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VVEMM5YRSZO3PEY4LZ4DUJ2D5Q.jpg,Unknown,Unknown,True,newsAPI
182,The New Yorker,2022-09-08,The Reign of Queen Elizabeth II Has Ended,"Queen Elizabeth II, who died on Thursday, at Balmoral Castle, in Scotland, at the age of ninety-six, became monarch in the early hours of February 6, 1952although, famously, she remained unaware of h… [+10028 chars]",The Reign Queen Elizabeth II Has Ended,"Queen Elizabeth II , died Thursday , Balmoral Castle , Scotland , age ninety-six , became monarch early hours February 6 , 1952although , famously , remained unaware h… [ +10028 chars ]",English,https://www.newyorker.com/news/postscript/the-reign-of-queen-elizabeth-ii-has-ended,"https://media.newyorker.com/photos/62c251578da4e605676026f6/16:9/w_1280,c_limit/Mead-QueenElizabethPostscript.jpg",Unknown,Unknown,True,newsAPI
183,BuzzFeed News,2022-09-08,Here's What To Expect Next Following Queen Elizabeth II's Death,"On Thursday at 6:30 p.m. local time, Buckingham Palace announced that Queen Elizabeth II had died peacefully at Balmoral Castle in Scotland at the age of 96. The sad news was not unexpected; hours ea… [+3623 chars]",Here 's What To Expect Next Following Queen Elizabeth II 's Death,"On Thursday 6:30 p.m. local time , Buckingham Palace announced Queen Elizabeth II died peacefully Balmoral Castle Scotland age 96 . The sad news unexpected ; hours ea… [ +3623 chars ]",English,https://www.buzzfeednews.com/article/ellievhall/queen-elizabeth-dead-what-happens-next,https://img.buzzfeed.com/buzzfeed-static/static/2022-09/8/20/campaign_images/0091c61c094e/heres-what-to-expect-next-following-queen-elizabe-2-2258-1662670361-29_dblbig.jpg,Unknown,Unknown,True,newsAPI
184,Dezeen,2022-09-09,Twenty significant buildings opened by Queen Elizabeth II during her 70-year reign,"As people around the world mourn the death of Queen Elizabeth II, who passed away yesterday at the age of 96, we look back at 20 of the most significant buildings she opened during her reign of over … [+14360 chars]",Twenty significant buildings opened Queen Elizabeth II 70-year reign,"As people around world mourn death Queen Elizabeth II , passed away yesterday age 96 , look back 20 significant buildings opened reign … [ +14360 chars ]",English,https://www.dezeen.com/2022/09/09/queen-elizabeth-ii-buildings-opened-70-year-reign/,https://static.dezeen.com/uploads/2022/06/queen-opening-buildings-hero_dezeen_2364_col_0-1024x576.jpg,Unknown,Unknown,True,newsAPI
185,Reuters,2022-09-08,"Man United slump to Sociedad loss, Marquinhos inspires Arsenal - Reuters",Sept 8 (Reuters) - Manchester United kicked off their Europa League campaign poorly with a 1-0 home defeat by Real Sociedad as Arsenal's new signing Marquinhos scored in a 2-1 win at FC Zurich on Thu… [+2890 chars],"Man United slump Sociedad loss , Marquinhos inspires Arsenal - Reuters",Sept 8 ( Reuters ) - Manchester United kicked Europa League campaign poorly 1-0 home defeat Real Sociedad Arsenal 's new signing Marquinhos scored 2-1 win FC Zurich Thu… [ +2890 chars ],English,https://www.reuters.com/lifestyle/sports/man-united-slump-sociedad-loss-marquinhos-inspires-arsenal-2022-09-08/,https://www.reuters.com/resizer/yaM9LKLvv7ARZAO_ZqknCkBvCrs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QLYR4IFVE5JKREUXFS6Y5VY2GQ.jpg,Unknown,Unknown,True,newsAPI
186,BuzzFeed News,2022-09-09,See Queen Elizabeth II’s Obsession With Corgis Over The Years,"Queen Elizabeth II, who died on Thursday at the age of 96, was known for her many trademarks. Besides her habitual love for afternoon tea and her colorful outfits, the Queen had a fondness for one th… [+1997 chars]",See Queen Elizabeth II ’ Obsession With Corgis Over The Years,"Queen Elizabeth II , died Thursday age 96 , known many trademarks . Besides habitual love afternoon tea colorful outfits , Queen fondness one th… [ +1997 chars ]",English,https://www.buzzfeednews.com/article/kennethbachor/queen-elizabeth-corgis-history-photos,"https://img.buzzfeed.com/buzzfeed-static/static/2022-09/8/20/asset/3ff16fa21728/sub-buzz-2269-1662670358-9.jpg?crop=2000:1047;0,100%26downsize=1250:*",Unknown,Unknown,True,newsAPI
